N=1000,graph=fb,method=pearson,r=0.3,beta=0.95,graph_args=Dict{Any, Any}(),modify_type=hide,dj=0.25,reconstruct_type=srw
k,avg_precision,avg_dj
0,0.2700833333333334
10,0.26633333333333337
20,0.2684166666666667
30,0.2690833333333334
40,0.26833333333333337
50,0.2695833333333334
60,0.2690833333333334
70,0.26766666666666666
80,0.27033333333333337
90,0.2670833333333334
100,0.26891666666666664
110,0.2699166666666667
120,0.26966666666666667
130,0.27066666666666667
140,0.26883333333333337
150,0.2714166666666667
160,0.27016666666666667
170,0.26633333333333337
180,0.26841666666666664
190,0.26983333333333337
200,0.26791666666666664
